branch_id,month,region,sales_jpy,price_change_flag,income_band,avg_temp_c,foot_traffic,manager_tenure_months
BR_0223,2025-04,West,5084901,0,Low,13.9,13655,113
BR_0224,2024-04,West,4754977,0,Low,24.7,16905,99
BR_0224,2025-04,West,4943140,0,Low,29.4,14379,107
BR_0225,2024-04,East,4873200,0,High,17.9,16309,32
BR_0225,2025-04,East,4700801,0,High,14.3,9832,48
BR_0226,2024-04,South,4626563,1,Mid,14.2,9294,63
BR_0226,2025-04,North,4605359,1,Mid,17.4,9380,65
BR_0227,2024-04,East,5175058,0,Low,20.5,11541,114
BR_0227,2025-04,East,4598900,0,Low,12.7,16144,95
BR_0228,2024-04,South,4641453,0,High,12.6,9509,58
BR_0228,2025-04,West,4503077,0,High,23.6,9074,56
BR_0229,2024-04,South,4512316,0,Low,29.3,15988,81
BR_0229,2025-04,West,5001101,0,Low,20.5,10065,90
BR_0230,2024-04,North,4611599,1,Low,23.3,13854,79
BR_0230,2025-04,South,4179005,1,Low,25.1,9379,110
BR_0231,2024-04,West,5193784,0,Mid,25.2,17918,98
BR_0231,2025-04,North,4933982,0,Mid,21.3,17443,73
BR_0232,2024-04,West,4781082,1,Mid,29.7,11736,19
BR_0232,2025-04,North,4523557,1,Mid,20.8,11001,96
BR_0233,2024-04,North,4620081,1,Mid,13.7,9518,56
BR_0233,2025-04,North,5134731,1,Mid,27.6,10192,14
BR_0234,2024-04,North,5110028,1,Mid,15.8,15337,7
BR_0234,2025-04,North,5070656,1,Mid,27.1,16447,83
BR_0235,2024-04,East,5022941,1,Low,16.4,13597,32
BR_0235,2025-04,South,3673281,1,Low,12.9,15572,19
BR_0236,2024-04,North,5010883,1,Mid,27.6,14375,10
BR_0236,2025-04,East,4503193,1,Mid,15.4,12217,37
BR_0237,2024-04,South,4636572,0,High,15.9,11438,65
BR_0237,2025-04,West,4639179,0,High,16.2,15546,36
BR_0238,2024-04,North,4796283,1,High,26.6,11733,55
BR_0238,2025-04,West,4838491,1,High,23.2,13955,22
BR_0239,2024-04,East,4864255,1,High,20.0,11428,44
BR_0239,2025-04,East,4865247,1,High,27.6,12624,20
BR_0240,2024-04,West,4578702,0,Low,27.1,15872,77
BR_0240,2025-04,West,4673679,0,Low,27.8,17125,99
BR_0241,2024-04,South,4895559,0,High,20.0,9573,90
BR_0241,2025-04,West,4839270,0,High,19.7,12451,26
BR_0242,2024-04,West,4838648,0,Low,10.3,11714,37
BR_0242,2025-04,East,5152732,0,Low,11.3,17791,81
BR_0243,2024-04,North,5079194,0,Mid,22.4,14163,72
BR_0243,2025-04,East,5185284,0,Mid,16.5,11414,74
BR_0244,2024-04,East,5016804,1,High,15.5,9109,59
BR_0244,2025-04,South,5035510,1,High,13.6,15135,102
BR_0245,2024-04,East,5037597,0,Low,14.9,10018,10
BR_0245,2025-04,South,4772735,0,Low,18.7,15857,63
BR_0246,2024-04,North,5131581,0,Low,19.6,16519,96
BR_0246,2025-04,North,4596027,0,Low,21.0,11809,111
BR_0247,2024-04,East,4703015,0,Mid,10.3,10679,12
BR_0247,2025-04,East,4545986,0,Mid,28.1,12219,119
BR_0248,2024-04,East,4664950,1,Low,20.3,17330,25
BR_0248,2025-04,West,3730435,1,Low,17.1,10963,76
BR_0249,2024-04,North,4761010,0,Mid,13.5,16058,85
BR_0249,2025-04,South,4839922,0,Mid,25.7,9076,66
BR_0250,2024-04,South,5034658,1,High,12.2,11696,70
BR_0250,2025-04,East,5082003,1,High,26.0,15124,50
BR_0251,2024-04,West,5093329,0,High,12.5,17288,42
BR_0251,2025-04,South,4569405,0,High,13.6,15526,12
BR_0252,2024-04,East,5035174,1,Low,21.9,16261,80
BR_0252,2025-04,West,3411034,1,Low,19.6,15335,20
BR_0253,2024-04,East,4916573,0,Mid,17.5,15431,44
BR_0253,2025-04,East,5168839,0,Mid,14.3,12479,43
BR_0254,2024-04,North,4716994,1,High,10.6,9878,117
BR_0254,2025-04,West,4741854,1,High,27.2,11504,109
BR_0255,2024-04,West,4560978,1,High,15.8,16446,114
BR_0255,2025-04,East,4722356,1,High,19.3,15682,110
BR_0256,2024-04,West,5195804,1,Low,13.3,16676,37
BR_0256,2025-04,West,3683027,1,Low,26.9,16706,15
BR_0257,2024-04,South,4995924,1,Low,16.0,16295,103
BR_0257,2025-04,East,3458955,1,Low,15.1,10904,110
BR_0258,2024-04,North,5072738,0,Mid,17.0,11130,88
BR_0258,2025-04,South,4578570,0,Mid,20.4,9934,28
BR_0259,2024-04,South,4569914,1,Mid,23.6,15450,115
BR_0259,2025-04,North,4895478,1,Mid,28.7,12299,32
BR_0260,2024-04,West,5102991,1,Mid,19.8,12016,75
BR_0260,2025-04,East,5150664,1,Mid,19.0,17459,39
BR_0261,2024-04,South,5184331,0,High,24.5,14993,100
BR_0261,2025-04,North,5013375,0,High,22.5,9091,11
BR_0262,2024-04,East,5117909,1,High,26.2,13355,55
BR_0262,2025-04,East,4855448,1,High,22.1,9442,8
BR_0263,2024-04,East,5092307,1,Low,16.0,11041,85
BR_0263,2025-04,North,3799632,1,Low,15.1,12446,47
BR_0264,2024-04,East,5162526,0,Low,11.2,13937,26
BR_0264,2025-04,West,4832294,0,Low,14.9,16662,97
BR_0265,2024-04,North,5031604,0,High,29.4,12997,50
BR_0265,2025-04,West,4926047,0,High,25.6,9915,37
BR_0266,2024-04,East,4866498,1,High,16.6,11374,24
BR_0266,2025-04,East,4697751,1,High,19.4,11125,16
BR_0267,2024-04,North,4583214,1,High,16.8,10299,6
BR_0267,2025-04,North,4527590,1,High,19.9,14646,114
BR_0268,2024-04,East,4968184,0,Low,23.2,10847,29
BR_0268,2025-04,North,4769745,0,Low,15.6,17106,83
BR_0269,2024-04,West,4622912,0,Mid,14.3,17814,48
BR_0269,2025-04,North,4627823,0,Mid,20.0,10545,19
BR_0270,2024-04,East,4679763,0,High,29.0,13444,102
BR_0270,2025-04,South,4876367,0,High,27.8,9562,29
BR_0271,2024-04,North,4535303,0,Mid,12.2,17801,99
BR_0271,2025-04,South,5164381,0,Mid,17.6,17857,72
BR_0272,2024-04,West,5109944,0,Mid,23.5,12337,63
BR_0272,2025-04,East,4976172,0,Mid,26.7,17928,110
BR_0273,2024-04,East,5096963,0,Low,17.9,16397,11
BR_0273,2025-04,East,4759842,0,Low,21.1,14803,114
BR_0274,2024-04,North,4617888,1,Mid,28.9,14049,46
BR_0274,2025-04,West,4752264,1,Mid,17.7,9721,95
BR_0275,2024-04,West,4797266,1,High,25.2,9160,116
BR_0275,2025-04,South,4764327,1,High,15.7,17442,28
BR_0276,2024-04,North,5042795,1,High,19.5,11642,70
BR_0276,2025-04,East,5033994,1,High,22.2,9112,103
BR_0277,2024-04,South,5079623,1,Mid,19.8,17498,118
BR_0277,2025-04,West,4664751,1,Mid,11.3,9876,33
BR_0278,2024-04,East,5023064,1,High,21.9,12591,57
BR_0278,2025-04,South,4500782,1,High,20.5,9165,43
BR_0279,2024-04,South,4804859,1,High,28.2,16374,41
BR_0279,2025-04,East,5170140,1,High,16.9,11067,99
BR_0280,2024-04,West,4962302,1,High,28.9,11165,50
BR_0280,2025-04,North,4837352,1,High,21.8,11432,101
BR_0281,2024-04,West,4722953,0,Mid,29.4,16184,78
BR_0281,2025-04,South,4763553,0,Mid,27.7,15007,96
BR_0282,2024-04,West,4920641,1,High,27.4,12366,78
BR_0282,2025-04,East,4949645,1,High,24.9,11238,10
BR_0283,2024-04,East,4799077,1,High,15.1,12445,20
BR_0283,2025-04,North,4991243,1,High,29.1,13176,88
BR_0284,2024-04,West,4544281,1,High,28.1,12950,81
BR_0284,2025-04,North,5116815,1,High,12.5,16557,109
BR_0285,2024-04,North,4952343,0,Low,18.3,12612,24
BR_0285,2025-04,East,4686376,0,Low,26.6,15885,51
BR_0286,2024-04,West,4671321,0,Mid,10.5,10008,41
BR_0286,2025-04,West,4930871,0,Mid,13.2,17100,39
BR_0287,2024-04,North,5037498,0,Low,15.4,17374,28
BR_0287,2025-04,East,4868677,0,Low,18.8,16537,43
BR_0288,2024-04,East,4760341,0,High,13.4,10548,103
BR_0288,2025-04,North,5000405,0,High,21.6,15834,42
BR_0289,2024-04,East,5148440,1,High,22.0,17834,87
BR_0289,2025-04,South,4972904,1,High,26.9,14420,44
BR_0290,2024-04,West,4691200,1,High,15.5,12043,113
BR_0290,2025-04,South,4881553,1,High,21.1,17335,18
BR_0291,2024-04,North,4869592,1,High,12.3,12409,85
BR_0291,2025-04,West,4657701,1,High,23.4,11553,66
BR_0292,2024-04,East,4992133,0,Mid,20.7,16120,29
BR_0292,2025-04,West,4699387,0,Mid,22.8,13284,53
BR_0293,2024-04,West,5022439,0,High,17.9,17105,74
BR_0293,2025-04,West,4619246,0,High,16.5,12587,70
BR_0294,2024-04,West,5198370,0,Low,22.4,17185,6
BR_0294,2025-04,West,5040068,0,Low,16.9,16936,110
BR_0295,2024-04,West,4515656,1,High,11.7,13862,45
BR_0295,2025-04,West,4736290,1,High,26.3,11778,95
BR_0296,2024-04,West,4784742,0,Low,22.8,10455,10
BR_0296,2025-04,West,4574900,0,Low,14.0,12501,51
BR_0297,2024-04,West,4797951,0,High,11.1,16742,31
BR_0297,2025-04,South,5010283,0,High,26.2,11038,78
BR_0298,2024-04,South,4765610,0,High,26.4,9054,8
BR_0298,2025-04,South,4542274,0,High,30.0,10348,87
BR_0299,2024-04,East,4769549,1,High,17.3,9839,114
BR_0299,2025-04,South,4508294,1,High,22.7,14905,32
BR_0300,2024-04,South,4957284,0,Low,24.0,16570,99
BR_0300,2025-04,North,4831124,0,Low,12.3,14559,89
BR_0301,2024-04,South,4849505,1,Mid,27.4,15779,102
BR_0301,2025-04,East,5122501,1,Mid,28.4,14333,112
BR_0302,2024-04,East,4585332,0,Mid,14.5,11360,111
BR_0302,2025-04,East,5122585,0,Mid,20.4,15524,28
BR_0303,2024-04,North,5026175,1,High,26.6,17993,81
BR_0303,2025-04,West,4903912,1,High,22.8,12125,65
BR_0304,2024-04,East,4820728,0,Mid,10.2,16128,53
BR_0304,2025-04,South,4772339,0,Mid,11.6,11253,114
BR_0305,2024-04,East,5191206,0,High,29.5,16266,71
BR_0305,2025-04,South,4719150,0,High,28.9,12409,91
BR_0306,2024-04,West,4579018,1,High,21.8,12248,104
BR_0306,2025-04,East,4729466,1,High,24.9,15210,99
BR_0307,2024-04,South,4720954,0,Mid,23.3,11037,66
BR_0307,2025-04,West,4644861,0,Mid,17.6,17177,30
BR_0308,2024-04,East,4590437,1,Mid,13.6,14853,110
BR_0308,2025-04,North,4803697,1,Mid,12.3,10888,12
BR_0309,2024-04,West,4592228,1,Low,29.6,9771,42
BR_0309,2025-04,West,3719449,1,Low,25.8,13618,12
BR_0310,2024-04,North,4968802,1,Mid,25.4,15152,20
BR_0310,2025-04,South,4557957,1,Mid,12.8,13941,28
BR_0311,2024-04,North,4882028,1,Mid,24.4,12389,8
BR_0311,2025-04,West,5148037,1,Mid,17.6,12826,11
BR_0312,2024-04,North,4968817,1,High,19.1,12839,13
BR_0312,2025-04,East,4829744,1,High,25.4,10244,30
BR_0313,2024-04,North,4998285,0,High,23.0,11129,111
BR_0313,2025-04,South,4883061,0,High,18.4,9032,76
BR_0314,2024-04,West,4996898,1,High,24.0,13290,10
BR_0314,2025-04,South,4948809,1,High,28.5,16342,49
BR_0315,2024-04,North,5173761,0,Mid,22.8,17561,88
BR_0315,2025-04,West,4773578,0,Mid,25.7,15467,99
BR_0316,2024-04,North,4888654,1,Mid,27.9,11616,77
BR_0316,2025-04,South,4645958,1,Mid,13.3,13535,76
BR_0317,2024-04,South,5023880,1,Low,11.9,17379,20
BR_0317,2025-04,North,3735668,1,Low,27.1,15555,114
BR_0318,2024-04,South,4942168,1,Mid,10.1,12772,97
BR_0318,2025-04,East,4929969,1,Mid,28.6,14639,83
BR_0319,2024-04,West,4911095,1,Low,23.0,15929,17
BR_0319,2025-04,North,3859415,1,Low,28.0,14589,38
BR_0320,2024-04,South,4572105,1,Mid,14.8,11928,43
BR_0320,2025-04,East,5173868,1,Mid,20.8,11212,29
BR_0321,2024-04,West,5094745,0,Mid,18.9,14897,44
BR_0321,2025-04,North,4830519,0,Mid,24.9,10372,103
BR_0322,2024-04,West,4700512,0,High,12.3,12116,34
BR_0322,2025-04,East,4796427,0,High,21.8,9169,105
BR_0323,2024-04,North,4642670,0,Low,13.9,12172,45
BR_0323,2025-04,South,5185627,0,Low,23.0,17532,98
BR_0324,2024-04,South,5164580,1,Low,19.3,11000,19
BR_0324,2025-04,South,3753125,1,Low,18.7,15233,87
BR_0325,2024-04,West,4523972,0,Low,17.9,13860,114
BR_0325,2025-04,West,4546962,0,Low,19.7,16119,105
BR_0326,2024-04,East,5150408,0,Mid,28.3,16805,11
BR_0326,2025-04,East,4532779,0,Mid,21.0,9276,17
BR_0327,2024-04,West,4551621,0,High,29.6,16104,12
BR_0327,2025-04,North,4884225,0,High,21.2,9907,99
BR_0328,2024-04,West,4540632,0,Low,20.8,12719,109
BR_0328,2025-04,North,5170504,0,Low,17.1,15500,117
BR_0329,2024-04,East,4875905,1,High,10.8,17498,79
BR_0329,2025-04,South,5021266,1,High,21.4,14143,47
BR_0330,2024-04,South,4877909,1,High,12.6,17038,22
BR_0330,2025-04,North,4764801,1,High,14.5,9194,13
BR_0331,2024-04,North,4590967,0,High,12.5,9992,79
BR_0331,2025-04,East,4655656,0,High,25.7,11937,38
BR_0332,2024-04,North,4845664,1,Mid,29.9,16776,35
BR_0332,2025-04,East,4875651,1,Mid,29.6,10484,20
BR_0333,2024-04,North,4523735,0,High,27.0,14363,55
BR_0333,2025-04,South,5072443,0,High,22.0,14343,10
BR_0334,2024-04,South,5156567,1,High,16.8,9322,114
BR_0334,2025-04,North,4822455,1,High,20.1,13501,81
BR_0335,2024-04,North,5047241,0,Mid,11.8,16866,14
BR_0335,2025-04,East,5017689,0,Mid,27.2,15344,86
BR_0336,2024-04,East,4737665,0,High,25.9,14740,37
BR_0336,2025-04,West,5083182,0,High,24.5,10817,73
BR_0337,2024-04,South,4676950,0,High,18.7,17382,114
BR_0337,2025-04,North,5090717,0,High,26.4,11746,52
BR_0338,2024-04,South,5142014,1,High,29.8,11443,115
BR_0338,2025-04,East,4947794,1,High,19.6,14213,87
BR_0339,2024-04,West,4875901,1,Low,12.1,14798,55
BR_0339,2025-04,South,3983670,1,Low,27.3,10066,98
BR_0340,2024-04,East,5021032,1,High,19.6,11229,10
BR_0340,2025-04,North,4610527,1,High,26.7,10898,36
BR_0341,2024-04,South,4796771,0,Low,15.7,17513,32
BR_0341,2025-04,West,4614247,0,Low,21.7,13188,10
BR_0342,2024-04,West,5143628,0,Low,20.6,9854,83
BR_0342,2025-04,South,4837780,0,Low,17.4,12185,25
BR_0343,2024-04,West,4578890,1,Low,17.0,11186,7
BR_0343,2025-04,West,3712182,1,Low,21.6,14785,31
BR_0344,2024-04,West,5131791,1,Low,22.0,9962,116
BR_0344,2025-04,South,3723177,1,Low,19.3,12818,9
BR_0345,2024-04,East,4853085,1,Low,13.9,10468,21
BR_0345,2025-04,South,3956382,1,Low,27.9,11536,19
BR_0346,2024-04,South,5052914,0,Low,23.7,13552,55
BR_0346,2025-04,South,4677207,0,Low,28.5,16181,120
BR_0347,2024-04,North,4804745,1,High,10.5,12265,21
BR_0347,2025-04,North,4740115,1,High,14.0,17154,95
BR_0348,2024-04,North,4616688,0,Low,22.3,14786,102
BR_0348,2025-04,East,5118284,0,Low,21.5,16822,52
BR_0349,2024-04,West,5129139,1,Low,16.1,10615,33
BR_0349,2025-04,West,3855841,1,Low,23.4,12876,101
BR_0350,2024-04,North,4631299,1,Mid,21.7,13928,51
BR_0350,2025-04,East,4929854,1,Mid,29.7,17345,101
BR_0351,2024-04,South,4885311,0,High,14.0,11039,106
BR_0351,2025-04,South,5153739,0,High,30.0,16275,49
BR_0352,2024-04,South,4504824,1,Low,28.2,16398,47
BR_0352,2025-04,West,4259384,1,Low,19.9,9571,54
BR_0353,2024-04,North,4713739,1,Mid,13.5,11164,69
BR_0353,2025-04,West,4829383,1,Mid,19.2,14163,19
BR_0354,2024-04,North,4811089,1,Mid,18.4,13140,71
BR_0354,2025-04,South,5063076,1,Mid,19.8,12587,45
BR_0355,2024-04,South,4869085,0,High,20.3,13657,35
BR_0355,2025-04,South,4980174,0,High,17.8,11650,80
BR_0356,2024-04,South,4508949,0,Low,16.1,14516,112
BR_0356,2025-04,South,4826978,0,Low,11.8,11461,66
BR_0357,2024-04,South,4878125,1,Mid,17.8,15337,49
BR_0357,2025-04,West,5152268,1,Mid,20.8,10475,31
BR_0358,2024-04,East,5140909,0,Low,16.9,11965,71
BR_0358,2025-04,South,4886543,0,Low,15.9,12519,19
BR_0359,2024-04,North,4939131,0,Mid,26.2,17857,79
BR_0359,2025-04,East,5179355,0,Mid,15.0,15225,90
BR_0360,2024-04,East,4510854,1,Mid,22.5,10119,118
BR_0360,2025-04,West,4777800,1,Mid,21.9,16821,63
BR_0361,2024-04,North,4661030,0,Mid,15.5,15384,91
BR_0361,2025-04,South,4669185,0,Mid,11.1,16938,89
BR_0362,2024-04,North,5086909,0,High,28.0,14900,81
BR_0362,2025-04,South,4790325,0,High,24.4,17683,43
BR_0363,2024-04,South,4712696,1,High,19.4,14319,87
BR_0363,2025-04,South,4931198,1,High,13.0,16004,86
BR_0364,2024-04,South,5172920,0,High,24.5,9598,99
BR_0364,2025-04,West,4518322,0,High,19.7,16880,76
BR_0365,2024-04,West,5117053,1,Low,17.3,14395,52
BR_0365,2025-04,West,3562717,1,Low,22.2,17523,68
BR_0366,2024-04,South,4680979,0,Mid,10.1,14942,41
BR_0366,2025-04,West,4672165,0,Mid,19.0,15411,74
BR_0367,2024-04,North,4900553,0,High,21.8,17966,17
BR_0367,2025-04,East,4776147,0,High,19.5,11941,25
BR_0368,2024-04,East,4629624,0,Low,25.7,11319,75
BR_0368,2025-04,North,4544716,0,Low,27.4,16333,100
BR_0369,2024-04,North,4884054,1,High,19.6,13002,95
BR_0369,2025-04,South,4991140,1,High,22.8,9661,89
BR_0370,2024-04,East,5190884,0,Low,26.5,15815,39
BR_0370,2025-04,South,4787569,0,Low,14.1,17338,74
BR_0371,2024-04,North,4743329,1,High,18.0,17853,27
BR_0371,2025-04,East,4539876,1,High,24.5,9837,84
BR_0372,2024-04,West,4902462,1,Low,13.6,15198,18
BR_0372,2025-04,East,3405577,1,Low,22.8,11217,64
BR_0373,2024-04,West,4514119,1,High,26.1,10438,72
BR_0373,2025-04,South,4680200,1,High,19.7,17236,44
BR_0374,2024-04,North,5117607,1,High,25.4,15674,15
BR_0374,2025-04,West,4815510,1,High,15.8,11128,65
BR_0375,2024-04,South,5093181,1,High,26.5,9621,62
BR_0375,2025-04,North,4886504,1,High,23.3,15673,56
BR_0376,2024-04,East,4575326,0,High,21.9,9240,94
BR_0376,2025-04,South,4591404,0,High,17.0,14990,117
BR_0377,2024-04,North,5184919,1,Mid,14.4,11323,85
BR_0377,2025-04,South,5041428,1,Mid,23.0,13352,37
BR_0378,2024-04,East,4736424,0,Low,14.9,17665,82
BR_0378,2025-04,South,5141854,0,Low,28.3,9463,8
BR_0379,2024-04,South,4540955,0,Low,25.7,12004,89
BR_0379,2025-04,West,5101297,0,Low,21.0,10830,81
BR_0380,2024-04,West,4533595,0,High,25.1,11696,93
BR_0380,2025-04,West,4944309,0,High,15.3,13630,119
BR_0381,2024-04,East,4633620,1,High,12.9,14101,50
BR_0381,2025-04,East,4764791,1,High,10.4,15071,65
BR_0382,2024-04,South,4827092,0,Low,18.6,12143,113
BR_0382,2025-04,West,4761294,0,Low,19.6,12004,39
BR_0383,2024-04,East,4784746,1,High,26.4,16056,74
BR_0383,2025-04,East,4866518,1,High,24.3,17779,76
BR_0384,2024-04,East,4917610,0,Mid,29.2,14077,116
BR_0384,2025-04,West,4764597,0,Mid,28.0,16827,47
BR_0385,2024-04,West,5030325,1,Low,27.4,9028,105
BR_0385,2025-04,North,3463864,1,Low,29.5,11796,9
BR_0386,2024-04,East,5084572,0,High,13.8,14849,105
BR_0386,2025-04,South,4967443,0,High,28.0,10016,49
BR_0387,2024-04,North,4605708,0,High,11.5,12540,38
BR_0387,2025-04,East,4506069,0,High,28.2,10316,35
BR_0388,2024-04,West,4859168,0,Low,28.5,12373,44
BR_0388,2025-04,North,4635824,0,Low,19.8,12419,71
BR_0389,2024-04,North,4741255,1,Mid,15.9,11392,50
BR_0389,2025-04,North,5116132,1,Mid,29.5,13545,96
BR_0390,2024-04,South,4576751,1,Mid,19.0,16101,71
BR_0390,2025-04,North,5059104,1,Mid,17.0,13510,116
BR_0391,2024-04,North,4536611,0,Low,27.5,12969,106
BR_0391,2025-04,North,5039271,0,Low,19.4,14647,60
BR_0392,2024-04,West,5173584,0,Low,17.6,12382,112
BR_0392,2025-04,North,4798712,0,Low,17.1,16865,32
BR_0393,2024-04,North,5177831,1,Mid,16.2,13580,58
BR_0393,2025-04,East,4853354,1,Mid,25.3,17096,62
BR_0394,2024-04,East,5123762,0,Low,21.8,12769,67
BR_0394,2025-04,North,4753959,0,Low,29.9,11549,37
BR_0395,2024-04,East,4729370,1,Mid,29.5,17255,9
BR_0395,2025-04,West,5149744,1,Mid,22.6,11273,18
BR_0396,2024-04,South,4907436,0,High,24.9,14873,43
BR_0396,2025-04,South,4986209,0,High,18.7,15213,33
BR_0397,2024-04,West,4678651,0,Mid,10.8,12145,75
BR_0397,2025-04,East,4609816,0,Mid,20.1,10428,64
BR_0398,2024-04,West,4825921,1,High,18.5,17437,116
BR_0398,2025-04,South,5199454,1,High,19.0,14130,118
BR_0399,2024-04,West,4993628,0,Mid,26.1,11738,90
BR_0399,2025-04,East,4743504,0,Mid,15.0,15149,85
BR_0400,2024-04,North,4936906,0,Mid,15.7,15261,6
BR_0400,2025-04,North,4830646,0,Mid,12.1,16735,65
BR_0401,2024-04,East,4984667,1,Low,16.8,16851,21
BR_0401,2025-04,West,3857190,1,Low,15.0,9583,118
BR_0402,2024-04,North,5174311,0,High,21.9,15867,101
BR_0402,2025-04,East,4837985,0,High,28.3,11104,99
BR_0403,2024-04,South,4800301,0,High,27.5,12472,98
BR_0403,2025-04,West,5055068,0,High,15.9,9825,102
BR_0404,2024-04,East,4560647,0,Mid,29.8,10210,51
BR_0404,2025-04,East,4543061,0,Mid,20.0,14621,24
BR_0405,2024-04,North,4610744,1,Low,10.2,14177,90
BR_0405,2025-04,South,3846530,1,Low,28.5,13225,116
BR_0406,2024-04,West,4558615,0,High,21.8,14189,63
BR_0406,2025-04,West,4702429,0,High,10.4,9757,64
BR_0407,2024-04,North,4770092,1,Low,28.8,17157,16
BR_0407,2025-04,South,3575156,1,Low,29.5,9930,33
BR_0408,2024-04,South,4947186,1,Low,27.1,9271,62
BR_0408,2025-04,East,3873971,1,Low,14.6,16645,17
BR_0409,2024-04,South,4588056,1,High,20.5,15330,102
BR_0409,2025-04,West,4645366,1,High,27.3,13443,101
BR_0410,2024-04,East,4574788,1,Mid,12.8,16549,88
BR_0410,2025-04,East,4932746,1,Mid,28.7,14464,22
BR_0411,2024-04,West,5098694,1,High,15.9,13043,74
BR_0411,2025-04,South,4542252,1,High,14.9,12185,83
BR_0412,2024-04,West,5084518,1,Low,15.0,14314,29
BR_0412,2025-04,East,3903747,1,Low,23.8,17534,94
BR_0413,2024-04,South,4802172,1,High,15.6,17167,77
BR_0413,2025-04,East,5053205,1,High,29.7,15861,64
BR_0414,2024-04,South,4885355,0,High,23.9,11921,15
BR_0414,2025-04,West,4878394,0,High,29.4,14692,72
BR_0415,2024-04,East,4898539,0,Mid,14.3,15255,8
BR_0415,2025-04,South,5165958,0,Mid,22.8,9879,102
BR_0416,2024-04,North,5138842,0,High,24.4,14932,115
BR_0416,2025-04,South,4968716,0,High,16.7,17211,50
BR_0417,2024-04,North,4588093,0,High,13.1,10057,59
BR_0417,2025-04,East,5189008,0,High,11.3,12708,107
BR_0418,2024-04,North,4577998,1,Mid,26.0,9356,76
BR_0418,2025-04,East,4724342,1,Mid,22.5,17572,34
BR_0419,2024-04,South,5056450,0,Low,10.6,9792,58
BR_0419,2025-04,South,4989831,0,Low,16.6,16540,47
BR_0420,2024-04,North,4528483,1,Low,18.0,9471,114
BR_0420,2025-04,West,3483969,1,Low,13.1,17798,84
BR_0421,2024-04,North,4527928,0,Low,22.0,13390,55
BR_0421,2025-04,South,4698856,0,Low,21.9,9846,17
BR_0422,2024-04,West,4681715,1,Mid,18.3,11031,114
BR_0422,2025-04,West,4821365,1,Mid,20.7,17779,31
BR_0423,2024-04,East,4706098,1,Low,23.8,17117,11
BR_0423,2025-04,West,3879030,1,Low,11.1,10261,63
BR_0424,2024-04,North,5176381,0,High,23.3,13157,86
BR_0424,2025-04,South,4626489,0,High,12.1,15863,95
BR_0425,2024-04,East,5084813,1,High,27.3,10563,88
BR_0425,2025-04,South,4676759,1,High,17.6,9254,80
BR_0426,2024-04,West,5056850,1,High,16.7,12314,39
BR_0426,2025-04,East,4846870,1,High,23.3,15308,85
BR_0427,2024-04,East,5023200,1,Mid,25.5,13976,22
BR_0427,2025-04,South,4662914,1,Mid,28.4,11568,78
BR_0428,2024-04,South,5108181,1,Low,23.4,9774,21
BR_0428,2025-04,West,3606635,1,Low,10.2,16123,98
BR_0429,2024-04,East,5181379,0,Low,19.0,10177,26
BR_0429,2025-04,West,4542625,0,Low,19.4,15453,29
BR_0430,2024-04,South,4929858,0,Mid,25.7,14814,56
BR_0430,2025-04,East,4725741,0,Mid,10.2,11710,48
BR_0431,2024-04,West,4845258,1,High,27.1,9333,84
BR_0431,2025-04,East,5023318,1,High,26.8,17001,94
BR_0432,2024-04,West,4647427,1,High,15.2,12839,63
BR_0432,2025-04,North,4554685,1,High,26.9,17159,29
BR_0433,2024-04,North,5149181,0,Low,13.9,14120,53
BR_0433,2025-04,North,4832507,0,Low,16.0,12481,112
BR_0434,2024-04,North,4506481,1,Mid,24.7,10544,105
BR_0434,2025-04,East,4693895,1,Mid,29.7,9881,31
BR_0435,2024-04,North,4835134,0,Low,10.6,15896,82
BR_0435,2025-04,South,4758361,0,Low,28.9,16484,15
BR_0436,2024-04,East,4775881,0,Mid,28.0,11361,9
BR_0436,2025-04,West,4913292,0,Mid,21.8,12097,106
BR_0437,2024-04,South,4530356,0,Low,19.5,16176,70
BR_0437,2025-04,West,5049261,0,Low,22.3,14920,20
BR_0438,2024-04,South,4677180,0,High,27.6,14771,59
BR_0438,2025-04,South,4861085,0,High,27.9,14158,97
BR_0439,2024-04,South,5047657,0,High,19.2,17514,82
BR_0439,2025-04,West,5164551,0,High,10.2,14704,57
BR_0440,2024-04,West,4597788,1,Low,24.5,15463,34
BR_0440,2025-04,East,3336224,1,Low,29.6,13495,6
